#		 BLOCK:	 ACTUAL_T:		 T_AVE:			 ERROR:
           1      1.2043      1.2043           0
           2     1.11877     1.16154   0.0302379
           3     1.12824     1.15044   0.0221021
           4     1.08458     1.13397   0.0218645
           5     1.09176     1.12553   0.0190517
           6     1.08041     1.11801    0.017297
           7     1.10931     1.11677   0.0148705
           8     1.10427     1.11521   0.0130936
           9     1.07869     1.11115   0.0122512
          10      1.1261     1.11264   0.0111169
          11     1.09868     1.11137   0.0101785
          12     1.08419     1.10911  0.00957895
          13     1.12152     1.11006  0.00888953
          14     1.10369     1.10961  0.00826622
          15     1.11467     1.10995  0.00772203
          16     1.11009     1.10996  0.00723941
          17     1.06841     1.10751  0.00721423
          18     1.10482     1.10736  0.00681498
          19     1.12354     1.10821   0.0065093
          20     1.10685     1.10815   0.0061842
          21     1.09853     1.10769  0.00590664
          22      1.1105     1.10782  0.00563955
          23     1.09648     1.10732  0.00541584
          24     1.06924     1.10574  0.00541769
          25      1.1108     1.10594  0.00520477
          26     1.11573     1.10631  0.00501818
          27     1.11886     1.10678  0.00485379
          28     1.08862     1.10613  0.00472358
          29     1.09297     1.10568  0.00458245
          30     1.08938     1.10513  0.00446179
          31     1.11143     1.10534  0.00432248
          32     1.13358     1.10622  0.00427655
          33     1.10638     1.10622  0.00414696
          34     1.11477     1.10648   0.0040326
          35     1.10672     1.10648  0.00391739
          36     1.10497     1.10644   0.0038088
          37      1.1136     1.10663  0.00371077
          38     1.11677      1.1069  0.00362269
          39     1.10974     1.10697  0.00353053
          40     1.11769     1.10724  0.00345242
          41     1.10513     1.10719   0.0033686
          42     1.09176     1.10682  0.00330838
          43     1.10264     1.10672  0.00323287
          44     1.12239     1.10708  0.00317893
          45     1.11025     1.10715  0.00310907
          46     1.14334     1.10794  0.00313944
          47     1.13014     1.10841  0.00310799
          48     1.10362     1.10831  0.00304484
          49     1.11042     1.10835    0.002983
          50     1.09324     1.10805  0.00293862
          51     1.10754     1.10804  0.00288102
          52      1.0981     1.10785  0.00283195
          53     1.10121     1.10773  0.00278129
          54     1.11762     1.10791  0.00273581
          55     1.10083     1.10778  0.00268909
          56     1.09698     1.10759  0.00264798
          57     1.07139     1.10695  0.00267658
          58     1.09622     1.10677  0.00263682
          59     1.13987     1.10733  0.00265116
          60     1.10939     1.10736   0.0026072
          61     1.13745     1.10786   0.0026107
          62     1.09945     1.10772  0.00257211
          63     1.07577     1.10721  0.00258081
          64     1.09721     1.10706  0.00254521
          65     1.08116     1.10666  0.00253705
          66     1.10359     1.10661  0.00249904
          67     1.10758     1.10663  0.00246178
          68     1.12505      1.1069  0.00244044
          69     1.09086     1.10666  0.00241612
          70     1.07146     1.10616  0.00243337
          71     1.11342     1.10626  0.00240124
          72       1.116      1.1064  0.00237169
          73     1.09584     1.10625  0.00234361
          74     1.11857     1.10642  0.00231784
          75     1.12206     1.10663   0.0022963
          76     1.11245     1.10671  0.00226736
          77      1.0598      1.1061  0.00231831
          78     1.04318     1.10529  0.00242484
          79     1.09482     1.10516  0.00239776
          80     1.08675     1.10493  0.00237881
          81      1.1229     1.10515  0.00235976
          82     1.09076     1.10497   0.0023375
          83      1.1064     1.10499   0.0023094
          84     1.07971     1.10469  0.00230144
          85     1.11395      1.1048  0.00227694
          86     1.10861     1.10484   0.0022509
          87     1.07996     1.10456  0.00224312
          88     1.12761     1.10482  0.00223288
          89     1.08238     1.10457  0.00222197
          90     1.11163     1.10465  0.00219867
          91     1.08578     1.10444  0.00218426
          92     1.12275     1.10464  0.00216957
          93     1.11942      1.1048  0.00215205
          94     1.07446     1.10447  0.00215323
          95     1.08133     1.10423   0.0021443
          96      1.0977     1.10416  0.00212305
          97     1.12674     1.10439  0.00211389
          98     1.07495     1.10409  0.00211356
          99     1.08393     1.10389    0.002102
         100     1.10393     1.10389  0.00208098
         101     1.09668     1.10382   0.0020616
         102     1.11701     1.10395  0.00204544
         103     1.10813     1.10399  0.00202599
         104     1.12079     1.10415  0.00201294
         105     1.08006     1.10392   0.0020068
         106     1.09757     1.10386  0.00198877
         107     1.12455     1.10405  0.00197956
         108     1.11984      1.1042  0.00196662
         109     1.09602     1.10413  0.00195001
         110     1.12414     1.10431  0.00194075
         111     1.10545     1.10432  0.00192329
         112      1.0934     1.10422  0.00190859
         113     1.13134     1.10446  0.00190673
         114     1.10145     1.10443  0.00189018
         115     1.10482     1.10444  0.00187375
         116      1.0939     1.10435   0.0018598
         117       1.115     1.10444  0.00184613
         118     1.10579     1.10445  0.00183052
         119     1.09133     1.10434  0.00181845
         120     1.11233     1.10441  0.00180452
         121       1.105     1.10441  0.00178961
         122     1.11512      1.1045   0.0017771
         123     1.10531     1.10451  0.00176266
         124     1.08683     1.10436   0.0017542
         125     1.07893     1.10416  0.00175192
         126     1.11621     1.10425  0.00174063
         127     1.10185     1.10424  0.00172703
         128     1.09831     1.10419  0.00171415
         129      1.1166     1.10429  0.00170356
         130     1.07252     1.10404  0.00170789
         131     1.10138     1.10402  0.00169498
         132     1.06421     1.10372  0.00170876
         133     1.11663     1.10382  0.00169867
         134     1.10484     1.10382  0.00168601
         135     1.10446     1.10383  0.00167352
         136     1.11635     1.10392  0.00166375
         137     1.10958     1.10396  0.00165212
         138     1.06497     1.10368  0.00166413
         139     1.11545     1.10376  0.00165431
