#		 BLOCK:	 ACTUAL_T:		 T_AVE:			 ERROR:
           1     1.19763     1.19763           0
           2     1.11158     1.15461   0.0304243
           3     1.11118     1.14013   0.0234745
           4     1.08786     1.12706   0.0209299
           5     1.08498     1.11865   0.0183584
           6      1.0962      1.1149   0.0156754
           7     1.10621     1.11366   0.0134851
           8     1.09215     1.11097   0.0120648
           9       1.109     1.11075   0.0107262
          10     1.07921      1.1076   0.0101067
          11      1.0773     1.10485  0.00955593
          12      1.0682     1.10179  0.00923477
          13     1.09972     1.10163  0.00852577
          14     1.09838      1.1014  0.00791994
          15     1.09218     1.10079  0.00741578
          16     1.09714     1.10056   0.0069558
          17     1.13021      1.1023   0.0067618
          18     1.11409     1.10296  0.00641777
          19     1.12277       1.104  0.00616416
          20     1.09009      1.1033  0.00589503
          21     1.09023     1.10268   0.0056471
          22     1.09017     1.10211  0.00541898
          23     1.08211     1.10124  0.00525267
          24      1.1038     1.10135  0.00503489
          25     1.10459     1.10148  0.00483516
          26      1.1366     1.10283  0.00483424
          27     1.09467     1.10253  0.00466462
          28     1.09704     1.10233  0.00450215
          29     1.11239     1.10268  0.00436025
          30     1.13703     1.10382  0.00436269
          31     1.10663     1.10391   0.0042229
          32     1.08037     1.10318  0.00415454
          33     1.13277     1.10408  0.00412427
          34     1.11611     1.10443  0.00401812
          35     1.08767     1.10395  0.00393175
          36     1.08932     1.10354  0.00384348
          37     1.08397     1.10301  0.00377585
          38     1.12153      1.1035  0.00370778
          39     1.10211     1.10347  0.00361288
          40      1.1072     1.10356  0.00352376
          41     1.05464     1.10237  0.00363421
          42     1.09349     1.10216  0.00355383
          43     1.07859     1.10161  0.00351317
          44     1.09559     1.10147  0.00343598
          45     1.11305     1.10173  0.00336925
          46     1.10774     1.10186  0.00329854
          47     1.10313     1.10189  0.00322847
          48     1.06641     1.10115   0.0032447
          49     1.09167     1.10095  0.00318424
          50     1.11485     1.10123  0.00313265
          51     1.11909     1.10158  0.00309074
          52     1.08941     1.10135  0.00304016
          53     1.08208     1.10098  0.00300446
          54     1.10511     1.10106   0.0029498
          55     1.08654      1.1008  0.00290795
          56     1.09852     1.10076   0.0028563
          57     1.11438     1.10099  0.00281618
          58     1.08743     1.10076  0.00277732
          59     1.09577     1.10068  0.00273154
          60     1.07387     1.10023  0.00272231
          61     1.10436      1.1003  0.00267853
          62     1.07608     1.09991  0.00266366
          63      1.0792     1.09958  0.00264158
          64     1.08068     1.09928  0.00261677
          65     1.10897     1.09943  0.00258075
          66     1.07785      1.0991  0.00256229
          67     1.07781     1.09879  0.00254367
          68     1.08197     1.09854  0.00251826
          69     1.11048     1.09871   0.0024877
          70     1.11346     1.09892  0.00246107
          71     1.08225     1.09869  0.00243758
          72     1.09267      1.0986  0.00240516
          73     1.09358     1.09854  0.00237319
          74     1.08326     1.09833  0.00235009
          75     1.11895      1.0986  0.00233478
          76     1.12343     1.09893   0.0023268
          77     1.09981     1.09894  0.00229661
          78      1.0889     1.09881  0.00227078
          79      1.0755     1.09852  0.00226112
          80     1.10778     1.09863  0.00223582
          81     1.12117     1.09891  0.00222547
          82     1.08176      1.0987  0.00220813
          83     1.12703     1.09904  0.00220775
          84     1.07829      1.0988  0.00219524
          85     1.10775      1.0989  0.00217195
          86     1.08193     1.09871  0.00215564
          87      1.1081     1.09881  0.00213357
          88     1.11122     1.09895  0.00211397
          89     1.10849     1.09906  0.00209293
          90     1.08605     1.09892  0.00207467
          91     1.12195     1.09917  0.00206725
          92     1.10634     1.09925  0.00204625
          93     1.10626     1.09932  0.00202563
          94     1.10179     1.09935  0.00200425
          95     1.09481      1.0993  0.00198373
          96     1.07374     1.09904  0.00198085
          97     1.08868     1.09893  0.00196331
          98     1.09847     1.09892  0.00194328
          99     1.09567     1.09889  0.00192393
         100     1.08147     1.09872  0.00191256
         101     1.10984     1.09883  0.00189679
         102     1.11647       1.099  0.00188607
         103     1.08133     1.09883  0.00187555
         104      1.0735     1.09858  0.00187325
         105     1.13919     1.09897  0.00189491
         106     1.10355     1.09901  0.00187753
         107     1.08364     1.09887  0.00186547
         108     1.07974     1.09869  0.00185659
         109     1.06839     1.09842  0.00186026
         110     1.08361     1.09828  0.00184821
         111     1.09422     1.09824  0.00183192
         112     1.08795     1.09815  0.00181787
         113     1.09512     1.09813  0.00180198
         114     1.12324     1.09835  0.00179959
         115     1.10515     1.09841  0.00178492
         116     1.06167     1.09809   0.0017974
         117     1.05564     1.09773  0.00181829
         118      1.0687     1.09748  0.00181944
         119     1.08321     1.09736   0.0018081
         120     1.10662     1.09744  0.00179468
         121     1.07383     1.09724  0.00179042
         122     1.10344     1.09729  0.00177646
         123     1.09996     1.09731  0.00176215
         124     1.13034     1.09758  0.00176796
         125     1.09199     1.09754  0.00175438
         126      1.0693     1.09731  0.00175471
         127     1.10717     1.09739  0.00174261
         128     1.05633     1.09707  0.00175827
         129     1.07345     1.09689  0.00175415
         130     1.09598     1.09688  0.00174067
         131     1.05448     1.09656  0.00175722
         132     1.11198     1.09667  0.00174779
         133      1.1121     1.09679  0.00173849
         134     1.11238      1.0969  0.00172941
         135     1.06335     1.09666  0.00173437
         136     1.11615      1.0968  0.00172753
         137     1.11728     1.09695  0.00172138
         138      1.1058     1.09701   0.0017101
         139      1.1059     1.09708  0.00169899
         140       1.125     1.09728  0.00169852
         141      1.1074     1.09735  0.00168799
         142     1.08135     1.09724  0.00167986
         143     1.10095     1.09726  0.00166831
         144     1.10499     1.09732  0.00165759
         145     1.13318     1.09756  0.00166451
         146      1.0732      1.0974  0.00166145
