#		 BLOCK:	 ACTUAL_T:		 T_AVE:			 ERROR:
           1     1.23097     1.23097           0
           2      1.1485     1.18973   0.0291578
           3     1.12656     1.16867   0.0259521
           4     1.13024     1.15907   0.0211682
           5     1.15981     1.15921   0.0169351
           6     1.14576     1.15697   0.0142602
           7     1.12694     1.15268   0.0128521
           8     1.12807     1.14961   0.0116078
           9     1.11985      1.1463   0.0107787
          10      1.1128     1.14295   0.0102081
          11     1.12924      1.1417  0.00935587
          12     1.17238     1.14426  0.00891867
          13     1.13377     1.14345  0.00826902
          14     1.16089      1.1447  0.00777161
          15     1.15717     1.14553  0.00729787
          16     1.15697     1.14625  0.00687669
          17     1.14478     1.14616  0.00647272
          18     1.15437     1.14661  0.00612917
          19     1.15553     1.14708   0.0058245
          20     1.12368     1.14591  0.00564959
          21     1.12288     1.14482  0.00548604
          22     1.11226     1.14334  0.00543256
          23     1.10867     1.14183  0.00540138
          24     1.14817     1.14209  0.00518277
          25     1.08313     1.13974  0.00548593
          26     1.11516     1.13879  0.00535577
          27     1.14357     1.13897  0.00516034
          28     1.12542     1.13848  0.00499868
          29     1.10396     1.13729  0.00496607
          30     1.13636     1.13726  0.00480064
          31     1.12749     1.13695  0.00465612
          32     1.14362     1.13715  0.00451528
          33      1.1118     1.13639  0.00444333
          34     1.14398     1.13661  0.00431824
          35     1.11818     1.13608  0.00422683
          36     1.14249     1.13626  0.00411316
          37     1.12471     1.13595  0.00401382
          38     1.15182     1.13637  0.00392986
          39     1.12023     1.13595  0.00385083
          40     1.10303     1.13513  0.00384152
          41     1.11657     1.13468   0.0037744
          42     1.12887     1.13454  0.00368706
          43     1.16181     1.13517  0.00365547
          44     1.09813     1.13433  0.00366805
          45     1.10769     1.13374  0.00363398
          46      1.1405     1.13389  0.00355795
          47     1.17648     1.13479   0.0035958
          48     1.12176     1.13452  0.00353112
          49     1.10625     1.13394  0.00350587
          50     1.10762     1.13342  0.00347505
          51      1.1036     1.13283  0.00345576
          52      1.1259      1.1327  0.00339187
          53     1.12316     1.13252  0.00333265
          54     1.11798     1.13225   0.0032818
          55     1.15268     1.13262  0.00324308
          56     1.10935     1.13221  0.00321168
          57     1.08946     1.13146  0.00324172
          58      1.1041     1.13098  0.00321997
          59     1.20627     1.13226  0.00340884
          60     1.12028     1.13206  0.00335787
          61      1.1567     1.13246  0.00332702
          62      1.1102     1.13211  0.00329269
          63     1.13772     1.13219  0.00324163
          64     1.14086     1.13233  0.00319381
          65     1.15195     1.13263   0.0031589
          66     1.12358     1.13249  0.00311402
          67     1.11881     1.13229  0.00307423
          68      1.1336     1.13231  0.00302908
          69      1.1317      1.1323  0.00298519
          70     1.12237     1.13216  0.00294591
          71     1.11863     1.13197  0.00291058
          72     1.12407     1.13186  0.00287222
          73     1.14397     1.13202  0.00283766
          74     1.13608     1.13208  0.00279984
          75     1.13613     1.13213  0.00276303
          76     1.16019      1.1325  0.00275122
          77     1.08362     1.13187  0.00278778
          78      1.1492     1.13209  0.00276088
          79     1.11395     1.13186  0.00273546
          80     1.12084     1.13172  0.00270474
          81      1.1347     1.13176   0.0026716
          82     1.11346     1.13154  0.00264832
          83     1.12599     1.13147  0.00261726
          84     1.11583     1.13128  0.00259271
          85     1.15969     1.13162  0.00258365
          86      1.1207     1.13149  0.00255672
          87     1.11971     1.13136  0.00253092
          88       1.143     1.13149  0.00250561
          89      1.1545     1.13175  0.00249077
